type, taille, temps de remplissage min to max,temps de remplissage aléatoire
ABR,5000,32,0
ABR,5000,33,0
ABR,5000,33,1
ABR,5000,34,0
ABR,5000,33,0
ABR,5000,32,0
ABR,5000,32,1
ABR,5000,32,1
ABR,5000,32,0
ABR,5000,33,1
ABR,5000,33,0
ABR,5000,32,1
ABR,5000,31,0
ABR,5000,32,0
ABR,5000,32,0
ABR,5000,32,0
ABR,5000,32,0
ABR,5000,32,0
ABR,5000,32,1
ABR,5000,32,1
ABR,5000,33,0
ABR,5000,33,0
ABR,5000,33,0
ABR,5000,32,1
ABR,5000,33,0
ABR,5000,32,0
ABR,5000,32,0
ABR,5000,33,0
ABR,5000,33,0
ABR,5000,32,0
ABR,5000,32,1
ABR,5000,32,0
ABR,5000,33,1
ABR,5000,33,1
ABR,5000,33,0
ABR,5000,33,0
ABR,5000,32,1
ABR,5000,31,1
ABR,5000,32,0
ABR,5000,33,0
ABR,5000,32,0
ABR,5000,32,1
ABR,5000,32,1
ABR,5000,32,1
ABR,5000,32,1
ABR,5000,32,0
ABR,5000,33,0
ABR,5000,32,1
ABR,5000,32,1
ABR,5000,32,0
ABR,5000,32,0
ABR,5000,32,0
ABR,5000,32,1
ABR,5000,31,1
ABR,5000,32,0
ABR,5000,32,0
ABR,5000,32,1
ABR,5000,32,1
ABR,5000,32,1
ABR,5000,32,0
ABR,5000,33,0
ABR,5000,33,0
ABR,5000,32,1
ABR,5000,32,1
ABR,5000,32,1
ABR,5000,32,1
ABR,5000,32,0
ABR,5000,33,0
ABR,5000,32,1
ABR,5000,31,1
ABR,5000,32,0
ABR,5000,32,0
ABR,5000,32,1
ABR,5000,32,0
ABR,5000,32,0
ABR,5000,33,0
ABR,5000,32,1
ABR,5000,31,1
ABR,5000,32,1
ABR,5000,32,0
ABR,5000,33,0
ABR,5000,32,0
ABR,5000,32,0
ABR,5000,32,2
ABR,5000,33,1
ABR,5000,32,1
ABR,5000,32,0
ABR,5000,33,0
ABR,5000,32,1
ABR,5000,31,0
ABR,5000,32,1
ABR,5000,32,0
ABR,5000,32,0
ABR,5000,32,1
ABR,5000,33,0
ABR,5000,32,0
ABR,5000,32,1
ABR,5000,32,1
ABR,5000,32,0
ABR,5000,33,0
ABR,5000,32,1
ABR,5000,32,1
ABR,5000,33,0
ABR,5000,33,0
ABR,5000,33,0
ABR,5000,32,1
ABR,5000,32,1
ABR,5000,32,0
ABR,5000,32,0
ABR,5000,32,0
ABR,5000,32,1
ABR,5000,31,1
ABR,5000,32,0
ABR,5000,32,1
ABR,5000,32,0
ABR,5000,32,0
ABR,5000,32,1
ABR,5000,32,0
ABR,5000,33,0
ABR,5000,33,0
ABR,5000,33,0
ABR,5000,32,1
ABR,5000,32,1
ABR,5000,32,0
ABR,5000,32,1
ABR,5000,32,1
ABR,5000,32,0
ABR,5000,32,0
ABR,5000,32,0
ABR,5000,32,0
ABR,5000,32,1
ABR,5000,32,0
ABR,5000,32,1
ABR,5000,31,1
ABR,5000,31,1
ABR,5000,32,1
ABR,5000,33,0
ABR,5000,32,0
ABR,5000,32,0
ABR,5000,32,1
ABR,5000,33,0
ABR,5000,33,0
